Numer_zgloszenia	Numer_komputera	Data_awarii	Czas_awarii	Priorytet
2366	317	18.12.2015 00:00	04:09:04	8
2367	473	18.12.2015 00:00	07:20:46	5
2368	393	18.12.2015 00:00	07:50:03	7
2369	438	18.12.2015 00:00	08:24:24	6
2370	450	18.12.2015 00:00	12:13:50	9
2371	444	18.12.2015 00:00	16:43:27	9
2372	386	18.12.2015 00:00	20:41:47	5
2373	347	18.12.2015 00:00	23:09:32	10
2374	300	19.12.2015 00:00	03:38:02	6
2375	180	19.12.2015 00:00	08:19:48	5
2376	18	19.12.2015 00:00	08:56:17	9
2377	126	19.12.2015 00:00	09:22:33	1
2378	29	19.12.2015 00:00	10:30:32	3
2379	299	19.12.2015 00:00	11:51:12	2
2380	29	19.12.2015 00:00	19:30:14	6
2381	429	19.12.2015 00:00	22:48:54	1
2382	291	19.12.2015 00:00	23:29:43	9
2383	354	20.12.2015 00:00	05:06:38	5
2384	429	20.12.2015 00:00	06:04:11	1
2385	129	20.12.2015 00:00	09:40:19	4
2386	246	20.12.2015 00:00	10:23:06	3
2387	43	20.12.2015 00:00	11:23:05	5
2388	463	20.12.2015 00:00	11:28:45	4
2389	392	20.12.2015 00:00	14:47:28	2
2390	404	20.12.2015 00:00	16:51:36	5
2391	90	20.12.2015 00:00	18:37:56	6
2392	396	20.12.2015 00:00	21:47:51	6
2393	403	20.12.2015 00:00	22:05:56	3
2394	19	20.12.2015 00:00	23:53:01	7
2395	383	21.12.2015 00:00	00:04:20	4
2396	127	21.12.2015 00:00	00:37:19	3
2397	66	21.12.2015 00:00	03:28:48	6
2398	74	21.12.2015 00:00	20:19:56	7
2399	481	21.12.2015 00:00	20:35:51	8
2400	132	21.12.2015 00:00	21:43:29	4
2401	26	21.12.2015 00:00	21:59:43	4
2402	183	21.12.2015 00:00	23:07:40	2
2403	111	22.12.2015 00:00	02:49:43	8
2404	212	22.12.2015 00:00	05:55:38	6
2405	53	22.12.2015 00:00	06:58:49	2
2406	420	22.12.2015 00:00	08:16:01	7
2407	33	22.12.2015 00:00	08:33:38	2
2408	33	22.12.2015 00:00	16:11:12	10
2409	213	22.12.2015 00:00	17:19:47	7
2410	99	22.12.2015 00:00	18:07:46	5
2411	187	22.12.2015 00:00	19:46:04	9
2412	413	22.12.2015 00:00	20:16:01	8
2413	397	22.12.2015 00:00	20:41:32	8
2414	230	23.12.2015 00:00	00:24:31	4
2415	263	23.12.2015 00:00	00:42:57	8
2416	188	23.12.2015 00:00	05:49:31	7
2417	459	23.12.2015 00:00	07:07:40	7
2418	443	23.12.2015 00:00	07:07:48	9
2419	20	23.12.2015 00:00	07:08:51	10
2420	78	23.12.2015 00:00	07:09:02	10
2421	378	23.12.2015 00:00	07:09:42	6
2422	458	23.12.2015 00:00	07:10:48	10
2423	186	23.12.2015 00:00	07:12:06	6
2424	323	23.12.2015 00:00	07:16:49	8
2425	354	23.12.2015 00:00	07:17:08	10
2426	87	23.12.2015 00:00	07:19:27	7
2427	377	23.12.2015 00:00	07:20:15	8
2428	430	23.12.2015 00:00	07:23:04	8
2429	259	23.12.2015 00:00	07:23:28	10
2430	89	23.12.2015 00:00	07:24:42	8
2431	419	23.12.2015 00:00	09:30:43	2
2432	6	23.12.2015 00:00	17:01:06	8
2433	483	23.12.2015 00:00	17:21:41	3
2434	61	23.12.2015 00:00	22:47:15	7
2435	31	24.12.2015 00:00	00:13:31	7
2436	112	24.12.2015 00:00	03:22:19	10
2437	37	24.12.2015 00:00	07:42:24	1
2438	239	24.12.2015 00:00	09:07:56	10
2439	467	24.12.2015 00:00	10:44:27	4
2440	89	24.12.2015 00:00	19:50:37	4
2441	392	24.12.2015 00:00	20:58:34	6
2442	358	24.12.2015 00:00	22:51:22	5
2443	426	25.12.2015 00:00	01:06:03	8
2444	208	25.12.2015 00:00	04:28:09	2
2445	64	25.12.2015 00:00	06:27:27	7
2446	440	25.12.2015 00:00	06:37:26	9
2447	202	25.12.2015 00:00	08:10:32	8
2448	463	25.12.2015 00:00	10:01:10	1
2449	43	25.12.2015 00:00	12:33:13	2
2450	290	25.12.2015 00:00	14:31:53	1
2451	449	25.12.2015 00:00	14:47:09	5
2452	143	25.12.2015 00:00	16:06:27	8
2453	73	25.12.2015 00:00	21:58:11	2
2454	107	26.12.2015 00:00	04:42:34	9
2455	191	26.12.2015 00:00	05:00:20	1
2456	195	26.12.2015 00:00	08:41:52	7
2457	99	26.12.2015 00:00	10:41:16	8
2458	373	26.12.2015 00:00	15:28:04	4
2459	92	26.12.2015 00:00	17:10:02	3
2460	374	26.12.2015 00:00	17:15:05	9
2461	483	26.12.2015 00:00	18:11:48	6
2462	196	26.12.2015 00:00	20:44:33	2
2463	482	26.12.2015 00:00	21:49:31	10
2464	271	26.12.2015 00:00	22:11:57	9
2465	117	27.12.2015 00:00	05:10:03	5
2466	463	27.12.2015 00:00	05:15:13	9
2467	20	27.12.2015 00:00	14:39:15	9
2468	357	27.12.2015 00:00	15:55:34	6
2469	223	27.12.2015 00:00	15:57:29	1
2470	205	27.12.2015 00:00	20:11:04	1
2471	458	27.12.2015 00:00	21:50:07	3
2472	392	28.12.2015 00:00	03:46:59	5
2473	481	28.12.2015 00:00	04:12:54	9
2474	20	28.12.2015 00:00	05:21:48	5
2475	141	28.12.2015 00:00	08:50:40	5
2476	116	28.12.2015 00:00	15:47:06	9
2477	473	28.12.2015 00:00	22:34:29	2
2478	302	28.12.2015 00:00	23:24:22	4
2479	119	29.12.2015 00:00	10:34:04	5
2480	410	29.12.2015 00:00	11:33:08	2
2481	274	29.12.2015 00:00	15:54:59	10
2482	272	29.12.2015 00:00	18:22:16	9
2483	101	30.12.2015 00:00	04:27:24	4
2484	86	30.12.2015 00:00	04:55:39	8
2485	78	30.12.2015 00:00	05:11:30	3
2486	303	30.12.2015 00:00	10:38:39	7
2487	487	30.12.2015 00:00	11:42:52	1
2488	277	30.12.2015 00:00	13:58:51	1
2489	461	30.12.2015 00:00	16:02:04	3
2490	151	30.12.2015 00:00	17:12:29	10
2491	92	30.12.2015 00:00	20:35:48	10
2492	218	31.12.2015 00:00	00:37:41	8
2493	358	31.12.2015 00:00	05:13:14	5
2494	382	31.12.2015 00:00	12:31:27	5
2495	72	31.12.2015 00:00	19:38:21	6
